Customer ID,Age,Gender,Location,Category,Frequency of Purchases,Subscription Status,Payment Method,Purchase Amount (USD),Previous Purchases,Review Rating,Promo Code Used,Discount Applied,Season,Age Group,Segment,Value Score
906,46,Male,Mississippi,Clothing,Annually,Yes,Venmo,68,16,2.8,Yes,Yes,Spring,46-55,Loyal — Deal User,25.983673469387753
907,41,Male,South Carolina,Clothing,Bi-Weekly,Yes,Debit Card,56,21,4.2,Yes,Yes,Spring,36-45,Loyal — Deal User,48.69489795918368
908,32,Male,Missouri,Clothing,Bi-Weekly,Yes,Credit Card,43,34,4.4,Yes,Yes,Winter,26-35,Loyal — Deal User,53.79158163265306
909,26,Male,New Jersey,Accessories,Quarterly,Yes,PayPal,99,9,3.6,Yes,Yes,Winter,26-35,Discount Hunter,41.185459183673466
910,61,Male,Louisiana,Accessories,Weekly,Yes,PayPal,56,36,2.7,Yes,Yes,Fall,55+,Loyal — Deal User,53.87857142857143
911,49,Male,South Carolina,Clothing,Monthly,Yes,Credit Card,25,22,3.4,Yes,Yes,Spring,46-55,Loyal — Deal User,29.819642857142853
912,53,Male,Vermont,Clothing,Quarterly,Yes,Bank Transfer,74,2,2.8,Yes,Yes,Winter,46-55,Discount Hunter,24.287244897959184
913,24,Male,Arkansas,Clothing,Monthly,Yes,Bank Transfer,56,32,3.4,Yes,Yes,Winter,18-25,Loyal — Deal User,45.62959183673469
914,37,Male,Utah,Footwear,Quarterly,Yes,Cash,47,29,2.6,Yes,Yes,Fall,36-45,Loyal — Deal User,31.180357142857147
915,43,Male,Washington,Clothing,Quarterly,Yes,Venmo,67,27,4.1,Yes,Yes,Summer,36-45,Loyal — Deal User,45.205867346938774
916,31,Male,Rhode Island,Clothing,Bi-Weekly,Yes,Credit Card,22,33,2.9,Yes,Yes,Winter,26-35,Loyal — Deal User,37.61683673469387
917,49,Male,Illinois,Clothing,Monthly,Yes,Venmo,34,16,2.7,Yes,Yes,Spring,46-55,Loyal — Deal User,24.75867346938776
918,69,Male,Missouri,Clothing,Quarterly,Yes,Bank Transfer,64,11,3.7,Yes,Yes,Spring,55+,Discount Hunter,32.07244897959184
919,65,Male,North Carolina,Clothing,Bi-Weekly,Yes,Cash,42,11,4.3,Yes,Yes,Spring,55+,Discount Hunter,38.797448979591834
920,41,Male,Massachusetts,Clothing,Bi-Weekly,Yes,Debit Card,82,17,2.6,Yes,Yes,Winter,36-45,Loyal — Deal User,44.770918367346944
921,37,Male,Arkansas,Accessories,Weekly,Yes,Cash,81,37,4.3,Yes,Yes,Summer,36-45,Loyal — Deal User,71.90331632653061
922,70,Male,South Dakota,Outerwear,Weekly,Yes,PayPal,24,18,4.1,Yes,Yes,Summer,55+,Loyal — Deal User,41.25816326530612
923,63,Male,Georgia,Footwear,Monthly,Yes,Credit Card,60,13,4.2,Yes,Yes,Fall,55+,Discount Hunter,40.046938775510206
924,55,Male,Arkansas,Clothing,Weekly,Yes,PayPal,24,7,4.2,Yes,Yes,Spring,46-55,Discount Hunter,35.12346938775511
925,52,Male,Kansas,Clothing,Quarterly,Yes,Cash,78,37,3.1,Yes,Yes,Winter,46-55,Loyal — Deal User,48.76581632653062
926,22,Male,Arizona,Clothing,Monthly,Yes,Cash,88,8,4.9,Yes,Yes,Winter,18-25,Discount Hunter,49.9357142857143
927,54,Male,Massachusetts,Clothing,Bi-Weekly,Yes,Cash,63,11,4.4,Yes,Yes,Spring,46-55,Discount Hunter,45.95994897959184
928,28,Male,New Mexico,Footwear,Bi-Weekly,Yes,Venmo,78,8,4.4,Yes,Yes,Summer,26-35,Discount Hunter,48.8107142857143
929,67,Male,Arkansas,Clothing,Quarterly,Yes,Cash,37,31,3.4,Yes,Yes,Winter,55+,Loyal — Deal User,34.07984693877551
930,59,Male,Nebraska,Footwear,Bi-Weekly,Yes,Debit Card,94,26,4.5,Yes,Yes,Fall,55+,Loyal — Deal User,65.4311224489796
931,26,Male,Hawaii,Clothing,Bi-Weekly,Yes,Credit Card,78,20,4.5,Yes,Yes,Fall,26-35,Loyal — Deal User,56.75765306122449
932,24,Male,Nebraska,Outerwear,Bi-Weekly,Yes,Bank Transfer,36,24,4.1,Yes,Yes,Winter,18-25,Loyal — Deal User,43.681632653061214
933,62,Male,Indiana,Clothing,Bi-Weekly,Yes,Debit Card,24,45,3.2,Yes,Yes,Winter,55+,Loyal — Deal User,47.388775510204084
934,70,Male,Colorado,Footwear,Monthly,Yes,Debit Card,84,33,2.7,Yes,Yes,Spring,55+,Loyal — Deal User,50.791836734693874
935,45,Male,Oregon,Clothing,Monthly,Yes,Bank Transfer,47,21,3.7,Yes,Yes,Spring,36-45,Loyal — Deal User,37.88239795918368
936,58,Male,Ohio,Clothing,Bi-Weekly,Yes,Bank Transfer,51,2,2.6,Yes,Yes,Fall,55+,Discount Hunter,25.899744897959188
937,31,Male,Maine,Footwear,Weekly,Yes,Cash,84,28,2.7,Yes,Yes,Summer,26-35,Loyal — Deal User,57.73061224489797
938,32,Male,Iowa,Clothing,Quarterly,Yes,Venmo,24,18,2.7,Yes,Yes,Summer,26-35,Loyal — Deal User,17.858163265306125
939,36,Male,Wisconsin,Clothing,Bi-Weekly,Yes,Debit Card,97,21,4.8,Yes,Yes,Fall,36-45,Loyal — Deal User,65.10739795918367
940,25,Male,New York,Clothing,Monthly,Yes,Credit Card,89,24,4.8,Yes,Yes,Winter,18-25,Loyal — Deal User,59.44413265306122
941,48,Male,Colorado,Accessories,Quarterly,Yes,PayPal,44,15,2.6,Yes,Yes,Spring,46-55,Loyal — Deal User,21.67142857142857
942,39,Male,Illinois,Accessories,Quarterly,Yes,PayPal,35,38,4.5,Yes,Yes,Winter,36-45,Loyal — Deal User,44.34056122448979
943,26,Male,Arizona,Clothing,Bi-Weekly,Yes,PayPal,91,38,3.2,Yes,Yes,Winter,26-35,Loyal — Deal User,64.04056122448979
944,32,Male,Oklahoma,Accessories,Bi-Weekly,Yes,Venmo,63,13,3.8,Yes,Yes,Winter,26-35,Discount Hunter,43.58443877551021
945,54,Male,Indiana,Accessories,Bi-Weekly,Yes,Cash,97,39,4.8,Yes,Yes,Spring,46-55,Loyal — Deal User,76.12780612244897
946,38,Male,Minnesota,Footwear,Quarterly,Yes,Venmo,38,8,4.1,Yes,Yes,Summer,36-45,Discount Hunter,24.510714285714286
947,46,Male,Pennsylvania,Outerwear,Quarterly,Yes,PayPal,24,4,2.8,Yes,Yes,Spring,46-55,Discount Hunter,9.88673469387755
948,57,Male,Indiana,Clothing,Quarterly,Yes,Cash,32,6,3.9,Yes,Yes,Winter,55+,Discount Hunter,20.211224489795917
949,49,Male,Alabama,Accessories,Quarterly,Yes,Venmo,90,11,4.9,Yes,Yes,Summer,46-55,Discount Hunter,47.39744897959184
950,33,Male,Montana,Clothing,Monthly,Yes,Venmo,36,49,3.4,Yes,Yes,Summer,26-35,Loyal — Deal User,49.78775510204081
951,54,Male,New Mexico,Accessories,Quarterly,Yes,PayPal,37,30,4.1,Yes,Yes,Winter,46-55,Loyal — Deal User,37.66760204081632
952,47,Male,Alaska,Clothing,Monthly,Yes,Bank Transfer,51,34,2.9,Yes,Yes,Summer,46-55,Loyal — Deal User,42.29158163265306
953,36,Male,Idaho,Accessories,Monthly,Yes,PayPal,71,28,3.1,Yes,Yes,Fall,36-45,Loyal — Deal User,46.06811224489796
954,68,Male,Utah,Accessories,Quarterly,Yes,Venmo,50,36,3.6,Yes,Yes,Spring,55+,Loyal — Deal User,42.40357142857143
955,60,Male,Louisiana,Accessories,Quarterly,Yes,Credit Card,74,18,3.5,Yes,Yes,Fall,55+,Loyal — Deal User,38.28316326530612
956,55,Male,Mississippi,Clothing,Monthly,Yes,PayPal,75,4,3.4,Yes,Yes,Summer,46-55,Discount Hunter,34.42423469387755
957,29,Male,Mississippi,Clothing,Quarterly,Yes,Debit Card,99,42,2.9,Yes,Yes,Spring,26-35,Loyal — Deal User,57.18954081632653
958,38,Male,Indiana,Accessories,Quarterly,Yes,Cash,23,11,4.7,Yes,Yes,Spring,36-45,Discount Hunter,25.25994897959184
959,70,Male,Washington,Footwear,Bi-Weekly,Yes,Credit Card,53,31,4.4,Yes,Yes,Winter,55+,Loyal — Deal User,55.07984693877552
960,36,Male,Nevada,Clothing,Bi-Weekly,Yes,Cash,99,12,2.6,Yes,Yes,Spring,36-45,Discount Hunter,47.022193877551025
961,18,Male,Louisiana,Accessories,Quarterly,Yes,Venmo,48,20,4.4,Yes,Yes,Spring,,Loyal — Deal User,36.782653061224494
962,62,Male,Pennsylvania,Footwear,Quarterly,Yes,Debit Card,72,37,3.7,Yes,Yes,Fall,55+,Loyal — Deal User,50.49081632653061
963,29,Male,Michigan,Accessories,Bi-Weekly,Yes,Debit Card,64,26,4.4,Yes,Yes,Spring,26-35,Loyal — Deal User,55.4561224489796
964,21,Male,South Carolina,Footwear,Weekly,Yes,Credit Card,63,14,2.5,Yes,Yes,Spring,18-25,Discount Hunter,41.39668367346939
965,42,Male,Arizona,Footwear,Bi-Weekly,Yes,Venmo,51,12,2.6,Yes,Yes,Spring,36-45,Discount Hunter,32.022193877551025
966,43,Male,Delaware,Footwear,Annually,Yes,Credit Card,55,10,5.0,Yes,Yes,Spring,36-45,Discount Hunter,31.44770408163265
967,58,Male,Kentucky,Clothing,Annually,Yes,Cash,55,19,4.9,Yes,Yes,Spring,55+,Loyal — Deal User,36.35790816326531
968,27,Male,Georgia,Clothing,Weekly,Yes,Cash,26,4,3.7,Yes,Yes,Summer,26-35,Discount Hunter,30.911734693877555
969,57,Male,North Carolina,Clothing,Quarterly,Yes,Bank Transfer,67,48,3.1,Yes,Yes,Summer,55+,Loyal — Deal User,52.06301020408163
970,40,Male,California,Outerwear,Monthly,Yes,PayPal,31,37,3.2,Yes,Yes,Fall,36-45,Loyal — Deal User,39.67831632653061
971,45,Male,California,Clothing,Monthly,Yes,Cash,66,4,4.4,Yes,Yes,Winter,36-45,Discount Hunter,37.61173469387756
972,47,Male,Indiana,Accessories,Weekly,Yes,Credit Card,67,15,4.3,Yes,Yes,Summer,46-55,Loyal — Deal User,54.05892857142857
973,61,Male,Colorado,Footwear,Weekly,Yes,Credit Card,61,33,3.0,Yes,Yes,Winter,55+,Loyal — Deal User,55.404336734693885
974,60,Male,Colorado,Outerwear,Quarterly,Yes,Bank Transfer,75,30,3.5,Yes,Yes,Fall,55+,Loyal — Deal User,45.942602040816325
975,69,Male,North Carolina,Clothing,Monthly,Yes,Bank Transfer,90,23,3.6,Yes,Yes,Spring,55+,Loyal — Deal User,51.94438775510204
976,58,Male,Washington,Clothing,Weekly,Yes,Bank Transfer,40,2,3.8,Yes,Yes,Summer,55+,Discount Hunter,34.662244897959184
977,34,Male,Florida,Clothing,Quarterly,Yes,Credit Card,90,50,3.6,Yes,Yes,Fall,26-35,Loyal — Deal User,63.474999999999994
978,20,Male,Washington,Accessories,Bi-Weekly,Yes,Cash,20,34,4.6,Yes,Yes,Spring,18-25,Loyal — Deal User,47.80408163265305
979,56,Male,Colorado,Accessories,Weekly,Yes,Credit Card,40,33,2.5,Yes,Yes,Summer,55+,Loyal — Deal User,45.84183673469387
980,64,Male,New Hampshire,Accessories,Monthly,Yes,Debit Card,33,34,3.5,Yes,Yes,Fall,55+,Loyal — Deal User,40.26658163265306
981,56,Male,Maryland,Footwear,Quarterly,Yes,PayPal,98,39,4.0,Yes,Yes,Spring,55+,Loyal — Deal User,61.640306122448976
982,27,Male,Maryland,Accessories,Quarterly,Yes,Credit Card,42,47,3.5,Yes,Yes,Spring,26-35,Loyal — Deal User,46.03826530612245
983,35,Male,Texas,Outerwear,Monthly,Yes,PayPal,62,37,3.2,Yes,Yes,Summer,26-35,Loyal — Deal User,49.36581632653061
984,24,Male,New Mexico,Accessories,Bi-Weekly,Yes,Venmo,45,40,3.5,Yes,Yes,Winter,18-25,Loyal — Deal User,52.69005102040816
985,26,Male,Utah,Footwear,Bi-Weekly,Yes,Credit Card,78,8,3.4,Yes,Yes,Summer,26-35,Discount Hunter,42.81071428571429
986,32,Male,West Virginia,Accessories,Annually,Yes,Bank Transfer,80,12,5.0,Yes,Yes,Fall,26-35,Discount Hunter,40.484693877551024
987,54,Male,Connecticut,Accessories,Monthly,Yes,Bank Transfer,96,36,4.5,Yes,Yes,Spring,46-55,Loyal — Deal User,67.17857142857143
988,62,Male,West Virginia,Accessories,Weekly,Yes,PayPal,47,48,2.8,Yes,Yes,Summer,55+,Loyal — Deal User,59.013010204081624
989,50,Male,Ohio,Clothing,Bi-Weekly,Yes,PayPal,84,47,4.9,Yes,Yes,Winter,46-55,Loyal — Deal User,77.56326530612245
990,70,Male,Texas,Footwear,Monthly,Yes,Bank Transfer,31,2,3.1,Yes,Yes,Spring,55+,Discount Hunter,17.649744897959188
991,48,Male,Washington,Accessories,Weekly,Yes,Cash,63,24,4.8,Yes,Yes,Spring,46-55,Loyal — Deal User,61.31913265306122
992,20,Male,Wisconsin,Clothing,Bi-Weekly,Yes,Bank Transfer,97,40,2.7,Yes,Yes,Spring,18-25,Loyal — Deal User,64.14005102040817
993,46,Male,Louisiana,Outerwear,Weekly,Yes,Debit Card,99,50,4.6,Yes,Yes,Winter,46-55,Loyal — Deal User,87.2875
994,51,Male,Iowa,Footwear,Weekly,Yes,Cash,90,25,4.4,Yes,Yes,Winter,46-55,Loyal — Deal User,67.96887755102041
995,53,Male,New York,Footwear,Monthly,Yes,Debit Card,68,20,3.2,Yes,Yes,Fall,46-55,Loyal — Deal User,40.83265306122449
996,44,Male,Idaho,Accessories,Weekly,Yes,Venmo,80,10,3.0,Yes,Yes,Spring,36-45,Discount Hunter,47.26020408163265
997,29,Male,Delaware,Footwear,Quarterly,Yes,Bank Transfer,91,32,4.9,Yes,Yes,Summer,26-35,Loyal — Deal User,60.56709183673469
998,64,Male,Kentucky,Clothing,Bi-Weekly,Yes,Cash,30,31,3.6,Yes,Yes,Spring,55+,Loyal — Deal User,43.09234693877551
999,51,Male,Connecticut,Footwear,Bi-Weekly,Yes,Bank Transfer,90,48,3.8,Yes,Yes,Spring,46-55,Loyal — Deal User,73.45051020408162
1000,50,Male,New Mexico,Clothing,Monthly,Yes,Debit Card,28,23,2.9,Yes,Yes,Spring,46-55,Loyal — Deal User,28.36938775510204
1001,43,Male,Georgia,Clothing,Bi-Weekly,Yes,Bank Transfer,46,1,3.9,Yes,Yes,Winter,36-45,Discount Hunter,31.525
1002,61,Male,Washington,Clothing,Bi-Weekly,Yes,Debit Card,60,4,3.6,Yes,Yes,Fall,55+,Discount Hunter,35.936734693877554
1003,55,Male,North Dakota,Footwear,Bi-Weekly,Yes,Bank Transfer,59,3,3.5,Yes,Yes,Spring,46-55,Discount Hunter,34.41198979591837
1004,56,Male,Ohio,Accessories,Bi-Weekly,Yes,Cash,68,3,4.0,Yes,Yes,Fall,55+,Discount Hunter,40.22448979591837
1005,33,Male,Tennessee,Accessories,Annually,Yes,Cash,79,44,4.8,Yes,Yes,Summer,26-35,Loyal — Deal User,58.56403061224489
1006,43,Male,New York,Accessories,Bi-Weekly,Yes,Debit Card,94,5,3.9,Yes,Yes,Winter,36-45,Discount Hunter,48.97397959183673
1007,21,Male,Michigan,Clothing,Quarterly,Yes,Venmo,83,50,4.5,Yes,Yes,Summer,18-25,Loyal — Deal User,66.6875
1008,58,Male,Georgia,Accessories,Annually,Yes,Credit Card,62,2,4.8,Yes,Yes,Spring,55+,Discount Hunter,27.537244897959184
1009,41,Male,New Mexico,Accessories,Annually,Yes,PayPal,85,29,2.6,Yes,Yes,Spring,36-45,Loyal — Deal User,38.05535714285714
1010,39,Male,Louisiana,Clothing,Annually,Yes,Venmo,30,11,3.1,Yes,Yes,Summer,36-45,Discount Hunter,12.847448979591839
1011,54,Male,South Dakota,Clothing,Bi-Weekly,Yes,Credit Card,24,37,4.7,Yes,Yes,Spring,46-55,Loyal — Deal User,51.49081632653061
1012,43,Male,Montana,Accessories,Bi-Weekly,Yes,Debit Card,25,32,2.9,Yes,Yes,Spring,36-45,Loyal — Deal User,37.94209183673469
1013,28,Male,New Mexico,Footwear,Annually,Yes,Credit Card,37,27,3.8,Yes,Yes,Summer,26-35,Loyal — Deal User,29.030867346938777
1014,59,Male,South Carolina,Accessories,Bi-Weekly,Yes,Venmo,69,31,3.8,Yes,Yes,Summer,55+,Loyal — Deal User,56.47984693877551
1015,28,Male,Ohio,Footwear,Bi-Weekly,Yes,Debit Card,97,36,3.0,Yes,Yes,Summer,26-35,Loyal — Deal User,63.49107142857143
1016,68,Male,North Carolina,Accessories,Weekly,Yes,Cash,24,34,4.1,Yes,Yes,Summer,55+,Loyal — Deal User,51.05408163265305
1017,20,Male,Idaho,Accessories,Quarterly,Yes,Bank Transfer,30,15,3.4,Yes,Yes,Summer,18-25,Loyal — Deal User,22.096428571428575
1018,21,Male,Oklahoma,Outerwear,Annually,Yes,Credit Card,53,14,2.5,Yes,Yes,Fall,18-25,Discount Hunter,18.27168367346939
1019,50,Male,Georgia,Clothing,Weekly,Yes,Cash,70,46,4.9,Yes,Yes,Spring,46-55,Loyal — Deal User,77.57602040816326
1020,32,Male,Kentucky,Clothing,Bi-Weekly,Yes,Venmo,76,33,2.8,Yes,Yes,Winter,26-35,Loyal — Deal User,53.89183673469387
1021,24,Male,Delaware,Accessories,Annually,Yes,Debit Card,95,41,4.5,Yes,Yes,Fall,18-25,Loyal — Deal User,59.92729591836735
1022,55,Male,Massachusetts,Outerwear,Weekly,Yes,PayPal,51,39,4.9,Yes,Yes,Winter,46-55,Loyal — Deal User,67.35280612244898
1023,61,Male,Nebraska,Accessories,Annually,Yes,Cash,41,7,4.9,Yes,Yes,Winter,55+,Discount Hunter,24.635969387755104
1024,61,Male,Maine,Accessories,Quarterly,Yes,Bank Transfer,71,29,3.5,Yes,Yes,Winter,55+,Loyal — Deal User,44.080357142857146
1025,28,Male,Pennsylvania,Clothing,Quarterly,Yes,Venmo,66,18,3.5,Yes,Yes,Summer,26-35,Loyal — Deal User,35.78316326530612
1026,60,Male,Nebraska,Clothing,Annually,Yes,Credit Card,84,15,4.9,Yes,Yes,Winter,55+,Loyal — Deal User,42.971428571428575
1027,49,Male,Virginia,Accessories,Bi-Weekly,Yes,PayPal,95,39,3.0,Yes,Yes,Winter,46-55,Loyal — Deal User,64.70280612244898
1028,33,Male,Ohio,Accessories,Monthly,Yes,Cash,90,11,2.8,Yes,Yes,Summer,26-35,Discount Hunter,39.797448979591834
1029,45,Male,Nebraska,Clothing,Bi-Weekly,Yes,Cash,36,4,3.7,Yes,Yes,Summer,36-45,Discount Hunter,29.036734693877555
1030,29,Male,Ohio,Accessories,Bi-Weekly,Yes,Venmo,22,33,3.6,Yes,Yes,Spring,26-35,Loyal — Deal User,41.81683673469387
1031,58,Male,Kentucky,Outerwear,Quarterly,Yes,Debit Card,89,37,3.3,Yes,Yes,Winter,55+,Loyal — Deal User,53.403316326530614
1032,22,Male,Tennessee,Footwear,Quarterly,Yes,Cash,50,32,3.4,Yes,Yes,Spring,18-25,Loyal — Deal User,38.75459183673469
1033,55,Male,Maine,Footwear,Quarterly,Yes,Credit Card,36,44,4.0,Yes,Yes,Fall,46-55,Loyal — Deal User,45.326530612244895
1034,19,Male,Montana,Clothing,Quarterly,Yes,Bank Transfer,52,41,4.6,Yes,Yes,Spring,18-25,Loyal — Deal User,52.089795918367344
1035,68,Male,Maryland,Clothing,Weekly,Yes,Bank Transfer,29,44,4.2,Yes,Yes,Fall,55+,Loyal — Deal User,59.3390306122449
1036,61,Male,Georgia,Clothing,Annually,Yes,Venmo,89,32,2.8,Yes,Yes,Fall,55+,Loyal — Deal User,42.34209183673469
1037,68,Male,Hawaii,Accessories,Monthly,Yes,Bank Transfer,47,13,3.7,Yes,Yes,Fall,55+,Discount Hunter,32.984438775510206
1038,52,Male,Rhode Island,Accessories,Quarterly,Yes,Debit Card,25,48,3.4,Yes,Yes,Spring,46-55,Loyal — Deal User,40.738010204081625
1039,41,Male,Nebraska,Clothing,Weekly,Yes,Bank Transfer,74,3,3.0,Yes,Yes,Fall,36-45,Discount Hunter,41.099489795918366
1040,29,Male,Michigan,Accessories,Monthly,Yes,Venmo,46,39,4.8,Yes,Yes,Fall,26-35,Loyal — Deal User,55.19030612244897
1041,68,Male,North Carolina,Clothing,Bi-Weekly,Yes,Cash,22,7,4.0,Yes,Yes,Fall,55+,Discount Hunter,28.298469387755105
1042,36,Male,Minnesota,Clothing,Bi-Weekly,Yes,Cash,25,11,4.9,Yes,Yes,Summer,36-45,Discount Hunter,37.08494897959184
1043,55,Male,Maryland,Accessories,Weekly,Yes,Credit Card,80,47,4.9,Yes,Yes,Spring,46-55,Loyal — Deal User,81.31326530612245
1044,28,Male,Hawaii,Clothing,Bi-Weekly,Yes,Debit Card,76,28,3.3,Yes,Yes,Spring,26-35,Loyal — Deal User,53.830612244897964
1045,39,Male,Oregon,Clothing,Quarterly,Yes,Bank Transfer,30,17,4.4,Yes,Yes,Summer,36-45,Loyal — Deal User,29.32091836734694
1046,54,Male,New Mexico,Clothing,Bi-Weekly,Yes,PayPal,79,11,3.5,Yes,Yes,Fall,46-55,Discount Hunter,45.55994897959184
1047,40,Male,Illinois,Footwear,Annually,Yes,Venmo,22,12,4.2,Yes,Yes,Winter,36-45,Discount Hunter,17.559693877551023
1048,31,Male,Utah,Clothing,Bi-Weekly,Yes,Credit Card,36,7,4.2,Yes,Yes,Fall,26-35,Discount Hunter,33.87346938775511
1049,30,Male,Maine,Clothing,Bi-Weekly,Yes,Venmo,77,19,2.7,Yes,Yes,Fall,26-35,Loyal — Deal User,45.032908163265304
1050,45,Male,Virginia,Accessories,Quarterly,Yes,Cash,33,24,2.8,Yes,Yes,Fall,36-45,Loyal — Deal User,24.944132653061217
1051,48,Male,Florida,Footwear,Monthly,Yes,Venmo,64,19,3.8,Yes,Yes,Winter,46-55,Loyal — Deal User,42.57040816326531
1052,45,Male,Ohio,Clothing,Annually,Yes,PayPal,53,39,2.6,Yes,Yes,Fall,36-45,Loyal — Deal User,34.17780612244898
1053,60,Male,Virginia,Footwear,Bi-Weekly,Yes,Credit Card,36,1,3.0,Yes,Yes,Fall,55+,Discount Hunter,23.0
1054,59,Male,Kansas,Clothing,Bi-Weekly,No,Debit Card,70,10,3.3,Yes,Yes,Spring,55+,Discount Hunter,30.935204081632648
1055,18,Male,Arkansas,Clothing,Quarterly,No,PayPal,96,48,4.9,Yes,Yes,Winter,,Loyal — Deal User,61.92551020408163
1056,70,Male,Massachusetts,Outerwear,Annually,No,Debit Card,27,24,3.3,Yes,Yes,Spring,55+,Loyal — Deal User,11.069132653061224
1057,20,Male,Idaho,Clothing,Bi-Weekly,No,Venmo,64,42,2.9,Yes,Yes,Winter,18-25,Loyal — Deal User,46.25204081632653
1058,65,Male,Wisconsin,Outerwear,Weekly,No,Credit Card,23,20,4.4,Yes,Yes,Spring,55+,Loyal — Deal User,33.970153061224494
1059,29,Male,New Mexico,Accessories,Quarterly,No,Bank Transfer,33,49,3.1,Yes,Yes,Summer,26-35,Loyal — Deal User,32.050255102040815
1060,22,Male,North Carolina,Outerwear,Monthly,No,Debit Card,34,25,2.5,Yes,Yes,Winter,18-25,Loyal — Deal User,19.06887755102041
1061,27,Male,Iowa,Clothing,Quarterly,No,Debit Card,35,21,2.6,Yes,Yes,Summer,26-35,Loyal — Deal User,12.532397959183676
1062,36,Male,Idaho,Outerwear,Quarterly,No,Venmo,62,12,4.4,Yes,Yes,Summer,36-45,Discount Hunter,26.259693877551022
1063,59,Male,Ohio,Footwear,Quarterly,No,Debit Card,75,21,2.6,Yes,Yes,Fall,55+,Loyal — Deal User,25.032397959183676
1064,62,Male,Alabama,Clothing,Monthly,No,Cash,29,35,3.3,Yes,Yes,Summer,55+,Loyal — Deal User,28.42882653061224
1065,34,Male,Wyoming,Accessories,Quarterly,No,Credit Card,28,42,3.5,Yes,Yes,Spring,26-35,Loyal — Deal User,28.60204081632653
1066,59,Male,Alabama,Clothing,Quarterly,No,PayPal,20,3,4.1,Yes,Yes,Spring,55+,Discount Hunter,5.824489795918366
1067,49,Male,Mississippi,Outerwear,Bi-Weekly,No,PayPal,96,11,4.0,Yes,Yes,Winter,46-55,Discount Hunter,43.87244897959184
1068,18,Male,Pennsylvania,Clothing,Quarterly,No,PayPal,43,22,2.7,Yes,Yes,Summer,,Loyal — Deal User,16.244642857142857
1069,55,Male,Wyoming,Clothing,Weekly,No,Credit Card,94,47,2.5,Yes,Yes,Fall,46-55,Loyal — Deal User,61.28826530612244
1070,38,Male,Maryland,Clothing,Quarterly,No,Venmo,81,33,4.3,Yes,Yes,Fall,36-45,Loyal — Deal User,44.45433673469387
1071,50,Male,North Carolina,Accessories,Weekly,No,Debit Card,75,50,3.3,Yes,Yes,Summer,46-55,Loyal — Deal User,61.9875
1072,61,Male,Pennsylvania,Accessories,Monthly,No,Credit Card,81,46,2.6,Yes,Yes,Summer,55+,Loyal — Deal User,47.21352040816326
1073,48,Male,Idaho,Clothing,Bi-Weekly,No,Debit Card,92,34,,Yes,Yes,Fall,46-55,Loyal — Deal User,55.50408163265307
1074,22,Male,California,Accessories,Monthly,No,Credit Card,96,33,4.0,Yes,Yes,Spring,18-25,Loyal — Deal User,52.34183673469388
1075,48,Male,Tennessee,Accessories,Bi-Weekly,No,Bank Transfer,71,45,2.6,Yes,Yes,Fall,46-55,Loyal — Deal User,48.47627551020408
1076,57,Male,Missouri,Accessories,Bi-Weekly,No,Debit Card,50,32,4.9,Yes,Yes,Summer,55+,Loyal — Deal User,47.75459183673469
1077,33,Male,North Dakota,Outerwear,Bi-Weekly,No,Venmo,72,47,2.9,Yes,Yes,Spring,26-35,Loyal — Deal User,51.813265306122446
1078,58,Male,West Virginia,Outerwear,Quarterly,No,PayPal,28,5,3.7,Yes,Yes,Winter,55+,Discount Hunter,7.1489795918367385
1079,37,Male,Arizona,Clothing,Bi-Weekly,No,Credit Card,59,49,4.4,Yes,Yes,Fall,36-45,Loyal — Deal User,57.97525510204082
1080,18,Male,Oklahoma,Outerwear,Monthly,No,Bank Transfer,33,48,4.4,Yes,Yes,Summer,,Loyal — Deal User,44.23801020408164
1081,65,Male,Pennsylvania,Accessories,Quarterly,No,Cash,59,22,3.8,Yes,Yes,Fall,55+,Loyal — Deal User,27.84464285714286
1082,62,Male,Idaho,Accessories,Annually,No,Credit Card,30,45,4.5,Yes,Yes,Spring,55+,Loyal — Deal User,32.06377551020408
1083,54,Male,South Carolina,Accessories,Quarterly,No,Venmo,85,30,2.6,Yes,Yes,Winter,46-55,Loyal — Deal User,33.66760204081633
1084,35,Male,Washington,Accessories,Weekly,No,Cash,97,43,3.3,Yes,Yes,Summer,26-35,Loyal — Deal User,64.57678571428572
1085,34,Male,Arkansas,Clothing,Quarterly,No,Cash,36,48,4.1,Yes,Yes,Fall,26-35,Loyal — Deal User,38.37551020408162
1086,25,Male,Utah,Accessories,Bi-Weekly,No,Venmo,85,23,3.0,Yes,Yes,Winter,18-25,Loyal — Deal User,41.78188775510204
1087,53,Male,Alaska,Accessories,Bi-Weekly,No,PayPal,62,27,3.0,Yes,Yes,Winter,46-55,Loyal — Deal User,37.04336734693877
1088,45,Male,West Virginia,Clothing,Monthly,No,Bank Transfer,71,7,3.4,Yes,Yes,Winter,36-45,Discount Hunter,25.010969387755104
1089,49,Male,Louisiana,Clothing,Weekly,No,PayPal,21,2,2.7,Yes,Yes,Winter,46-55,Discount Hunter,12.124744897959182
1090,40,Male,Arizona,Accessories,Bi-Weekly,No,PayPal,61,33,3.8,Yes,Yes,Spring,36-45,Loyal — Deal User,45.20433673469388
1091,38,Male,Connecticut,Accessories,Bi-Weekly,No,Cash,58,27,4.2,Yes,Yes,Spring,36-45,Loyal — Deal User,42.993367346938776
